L;SM;EM;IM;SB;EB;IB;RB;DB
1545.6066692612703;1237.0;3.0;7.0;300.0;0.0;3.0;47.0;122.0
1445.6244613798801;1247.0;3.0;7.0;300.0;0.0;3.0;47.0;122.0
1409.6833721241546;1245.0;3.0;7.0;299.0;1.0;3.0;47.0;122.0
1465.5376421649994;1267.0;3.0;7.0;296.0;4.0;2.0;48.0;122.0
1561.6883298256719;1284.0;3.0;7.0;295.0;4.0;2.0;49.0;122.0
1629.592490762385;1308.0;3.0;7.0;293.0;4.0;4.0;49.0;122.0
1644.9922234262401;1327.0;3.0;7.0;293.0;3.0;2.0;50.0;124.0
1619.3818724030484;1340.0;3.0;7.0;292.0;4.0;1.0;50.0;125.0
1587.9570190435861;1348.0;3.0;7.0;292.0;3.0;2.0;50.0;125.0
1606.6773263924704;1379.0;3.0;7.0;292.0;1.0;3.0;50.0;126.0
1722.8946340870068;1414.0;4.0;7.0;288.0;2.0;5.0;50.0;127.0
1861.9724419320341;1465.0;4.0;7.0;287.0;2.0;4.0;51.0;128.0
2016.9804740713453;1513.0;4.0;7.0;284.0;3.0;1.0;52.0;132.0
2164.934856050365;1575.0;4.0;7.0;283.0;2.0;2.0;52.0;133.0
2289.5088475628063;1652.0;4.0;7.0;283.0;0.0;4.0;52.0;133.0
2403.487530691389;1744.0;3.0;8.0;282.0;0.0;1.0;54.0;135.0
2482.913987224773;1851.0;3.0;7.0;281.0;1.0;1.0;54.0;135.0
2538.3391951467465;1935.0;1.0;7.0;277.0;1.0;4.0;54.0;136.0
2629.3276653557887;2037.0;2.0;7.0;276.0;1.0;2.0;54.0;139.0
2807.4761957414034;2115.0;2.0;7.0;275.0;2.0;2.0;54.0;139.0
2950.8944128000508;2211.0;2.0;7.0;274.0;3.0;2.0;54.0;139.0
3117.96237491564;2317.0;2.0;7.0;272.0;1.0;6.0;54.0;139.0
3276.1169534349037;2426.0;2.0;8.0;270.0;2.0;4.0;56.0;140.0
3419.3478982584443;2527.0;3.0;9.0;267.0;3.0;4.0;56.0;142.0
3540.547650558688;2623.0;3.0;9.0;266.0;2.0;3.0;57.0;144.0
3658.256918592391;2710.0;4.0;9.0;262.0;4.0;3.0;58.0;145.0
3748.6012833263158;2811.0;4.0;9.0;261.0;4.0;0.0;61.0;146.0
3826.3461732560113;2899.0;3.0;10.0;259.0;3.0;3.0;61.0;146.0
3923.092100612941;2975.0;3.0;10.0;258.0;2.0;4.0;61.0;147.0
4040.6880927565007;3090.0;2.0;11.0;258.0;0.0;2.0;61.0;151.0
4170.276400970153;3206.0;2.0;11.0;255.0;2.0;2.0;61.0;152.0
4279.371490434946;3331.0;2.0;11.0;253.0;2.0;4.0;61.0;152.0
4410.354432450444;3448.0;2.0;11.0;252.0;0.0;6.0;62.0;152.0
4548.027553772956;3587.0;2.0;11.0;252.0;0.0;4.0;62.0;154.0
4697.753669158091;3705.0;2.0;11.0;249.0;3.0;4.0;62.0;154.0
4793.148209780355;3846.0;2.0;10.0;249.0;3.0;4.0;62.0;154.0
4817.926479633667;3935.0;2.0;10.0;248.0;1.0;4.0;62.0;157.0
4784.1055349766775;3973.0;2.0;10.0;247.0;2.0;2.0;62.0;159.0
4739.178466891076;4051.0;2.0;10.0;246.0;3.0;2.0;62.0;159.0
4724.633584318156;4139.0;2.0;10.0;246.0;1.0;2.0;63.0;160.0
4783.718940131407;4233.0;4.0;10.0;246.0;0.0;2.0;64.0;160.0
4876.4794375767315;4356.0;3.0;11.0;246.0;0.0;2.0;64.0;160.0
4948.269093010569;4465.0;3.0;10.0;245.0;1.0;1.0;65.0;160.0
4977.1753187055665;4560.0;2.0;11.0;245.0;1.0;1.0;65.0;160.0
4991.669633643659;4636.0;2.0;11.0;245.0;0.0;2.0;65.0;160.0
4996.51801885335;4730.0;2.0;10.0;245.0;0.0;1.0;66.0;160.0
5057.313081324201;4830.0;3.0;10.0;244.0;0.0;2.0;66.0;160.0
5134.315751062138;4935.0;3.0;10.0;244.0;0.0;2.0;66.0;160.0
5169.3407066961545;5074.0;4.0;9.0;242.0;1.0;2.0;66.0;161.0
5168.5735943449;5249.0;2.0;11.0;240.0;3.0;1.0;66.0;162.0
5177.488534676581;5383.0;2.0;11.0;239.0;3.0;1.0;66.0;163.0
5174.267577256056;5541.0;3.0;11.0;234.0;5.0;2.0;67.0;164.0
5191.050789600098;5670.0;4.0;10.0;233.0;2.0;5.0;67.0;165.0
5230.625331549434;5766.0;4.0;9.0;232.0;1.0;3.0;69.0;167.0
5180.933797262716;5893.0;4.0;10.0;231.0;0.0;2.0;69.0;170.0
5159.713967169936;6000.0;4.0;10.0;230.0;1.0;1.0;69.0;171.0
5081.02842761756;6052.0;3.0;9.0;230.0;0.0;2.0;69.0;171.0
4869.5963235835225;6063.0;3.0;9.0;229.0;1.0;2.0;69.0;171.0
4762.011881543513;6087.0;3.0;9.0;229.0;0.0;3.0;69.0;171.0
4672.809379984852;6097.0;3.0;9.0;229.0;0.0;2.0;69.0;172.0
4428.626571879925;6110.0;3.0;8.0;229.0;0.0;0.0;70.0;173.0
4151.175090523113;6072.0;3.0;8.0;229.0;0.0;0.0;70.0;173.0
3892.2783238311076;6057.0;2.0;8.0;229.0;0.0;0.0;70.0;173.0
3608.806679823289;6000.0;2.0;7.0;229.0;0.0;0.0;70.0;173.0
3324.5330593021595;5948.0;2.0;7.0;229.0;0.0;0.0;70.0;173.0
3121.2258216666746;5917.0;2.0;7.0;229.0;0.0;0.0;70.0;173.0
2990.3619972042206;5903.0;2.0;7.0;229.0;0.0;0.0;70.0;173.0
2890.0995656194473;5919.0;2.0;6.0;229.0;0.0;0.0;70.0;173.0
2673.274206130934;5888.0;2.0;6.0;229.0;0.0;0.0;70.0;173.0
2464.048653410498;5834.0;2.0;6.0;229.0;0.0;0.0;70.0;173.0
2262.7747418196846;5791.0;2.0;6.0;228.0;0.0;0.0;70.0;174.0
1955.6271559843908;5687.0;2.0;6.0;228.0;0.0;0.0;70.0;174.0
1632.2206064006868;5525.0;2.0;6.0;228.0;0.0;0.0;70.0;174.0
1329.2649158200547;5373.0;2.0;5.0;228.0;0.0;0.0;70.0;174.0
1078.5379773386653;5234.0;2.0;5.0;228.0;0.0;0.0;70.0;174.0
928.0043230066265;5110.0;2.0;5.0;228.0;0.0;0.0;70.0;174.0
860.779347487317;5030.0;2.0;5.0;228.0;0.0;0.0;70.0;174.0
799.8246333636675;4946.0;2.0;5.0;227.0;1.0;0.0;69.0;175.0
757.9163182949492;4893.0;2.0;5.0;227.0;0.0;1.0;69.0;175.0
710.2731573103741;4823.0;2.0;5.0;227.0;0.0;1.0;69.0;175.0
650.045131520793;4746.0;2.0;5.0;227.0;0.0;1.0;69.0;175.0
603.3417244301876;4669.0;2.0;5.0;227.0;0.0;0.0;70.0;175.0
554.2943311691504;4611.0;2.0;5.0;227.0;0.0;0.0;70.0;175.0
509.07990271985705;4542.0;1.0;5.0;227.0;0.0;0.0;70.0;175.0
464.8183125403628;4474.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
414.3205566291754;4407.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
340.9520694491435;4294.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
263.59860416982394;4152.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
200.85220387572875;4024.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
146.51698956076726;3874.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
95.3662163302163;3673.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
58.453532692234845;3466.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
43.306973410303634;3314.0;1.0;4.0;227.0;0.0;0.0;70.0;175.0
39.0958601336234;3240.0;1.0;4.0;227.0;0.0;0.0;69.0;176.0
35.60501960487649;3147.0;1.0;4.0;227.0;0.0;0.0;69.0;176.0
33.80639623773308;3068.0;1.0;4.0;227.0;0.0;0.0;69.0;176.0
34.41896251964486;3009.0;1.0;4.0;227.0;0.0;0.0;69.0;176.0
37.68409191049461;2971.0;1.0;4.0;226.0;0.0;0.0;69.0;177.0
40.36351993179278;2929.0;1.0;4.0;226.0;0.0;0.0;69.0;177.0
38.40788587363227;2896.0;1.0;4.0;226.0;0.0;0.0;69.0;177.0
35.764560700202644;2854.0;1.0;4.0;226.0;0.0;0.0;69.0;177.0
31.29978117588739;2787.0;1.0;4.0;225.0;0.0;0.0;69.0;178.0
28.155831161274897;2727.0;1.0;4.0;225.0;0.0;0.0;69.0;178.0
25.042529274388244;2660.0;1.0;4.0;225.0;0.0;0.0;69.0;178.0
22.54021361292661;2616.0;1.0;4.0;225.0;0.0;0.0;69.0;178.0
21.073347938710526;2565.0;1.0;4.0;225.0;0.0;0.0;69.0;178.0
18.276876725756253;2525.0;1.0;4.0;223.0;0.0;0.0;69.0;180.0
15.980605354280765;2465.0;1.0;4.0;223.0;0.0;0.0;69.0;180.0
12.656461686764754;2397.0;1.0;4.0;223.0;0.0;0.0;69.0;180.0
11.201291204374238;2357.0;0.0;4.0;222.0;0.0;0.0;69.0;181.0
9.716084462685306;2319.0;0.0;4.0;222.0;0.0;0.0;69.0;181.0
8.76284651476126;2266.0;0.0;4.0;222.0;0.0;0.0;69.0;181.0
6.676310454847874;2191.0;0.0;4.0;222.0;0.0;0.0;69.0;181.0
4.307879264018382;2091.0;0.0;4.0;222.0;0.0;0.0;69.0;181.0
2.296872169239569;1962.0;0.0;4.0;222.0;0.0;0.0;69.0;181.0
1.0205996573130376;1774.0;0.0;3.0;222.0;0.0;0.0;69.0;181.0
0.4794639566169695;1646.0;0.0;2.0;222.0;0.0;0.0;69.0;181.0
0.4419231061217596;1574.0;0.0;2.0;222.0;0.0;0.0;69.0;181.0
0.6030276272038313;1542.0;0.0;2.0;222.0;0.0;0.0;69.0;181.0
0.6843030608666568;1499.0;0.0;2.0;222.0;0.0;0.0;69.0;181.0
0.6535809505250715;1452.0;0.0;2.0;222.0;0.0;0.0;69.0;181.0
0.5363267479881886;1394.0;0.0;2.0;222.0;0.0;0.0;69.0;181.0
0.4359800684538479;1338.0;0.0;1.0;222.0;0.0;0.0;69.0;181.0
0.33879750840953227;1287.0;0.0;1.0;222.0;0.0;0.0;69.0;181.0
0.24484806331020134;1230.0;0.0;1.0;222.0;0.0;0.0;69.0;181.0
0.15905203368126272;1162.0;0.0;1.0;222.0;0.0;0.0;69.0;181.0
0.08888410080308881;1073.0;0.0;1.0;222.0;0.0;0.0;69.0;181.0
0.05831975202012408;996.0;0.0;1.0;222.0;0.0;0.0;69.0;181.0
0.04649438863528858;935.0;0.0;1.0;222.0;0.0;0.0;69.0;181.0
0.03812461696572954;875.0;0.0;1.0;221.0;0.0;0.0;69.0;182.0
0.03440570874535456;822.0;0.0;1.0;221.0;0.0;0.0;68.0;183.0
0.030543195395634767;776.0;0.0;1.0;221.0;0.0;0.0;68.0;183.0
0.0227132453476207;721.0;0.0;1.0;221.0;0.0;0.0;68.0;183.0
