L;SM;EM;IM;SB;EB;IB;RB;DB
1436.7832777313752;942.0;2.0;14.0;301.0;5.0;8.0;41.0;112.0
1449.970081477883;1000.0;4.0;14.0;298.0;3.0;12.0;42.0;112.0
1510.5297992473545;1065.0;3.0;16.0;294.0;6.0;7.0;44.0;116.0
1567.6294752396566;1094.0;3.0;16.0;292.0;4.0;8.0;46.0;117.0
1627.183476714324;1145.0;3.0;16.0;289.0;1.0;8.0;47.0;122.0
1720.0534080783032;1205.0;3.0;15.0;287.0;2.0;7.0;48.0;123.0
1801.1543251609435;1273.0;5.0;15.0;280.0;5.0;7.0;51.0;124.0
1902.975754313981;1315.0;5.0;15.0;277.0;2.0;9.0;51.0;128.0
1908.4050908036781;1343.0;5.0;15.0;276.0;2.0;6.0;52.0;131.0
1891.8731503721935;1364.0;5.0;15.0;273.0;1.0;7.0;53.0;133.0
1934.3556606627174;1406.0;5.0;15.0;268.0;3.0;8.0;53.0;135.0
2040.7055853210734;1443.0;5.0;14.0;267.0;2.0;7.0;53.0;138.0
2053.197010476478;1470.0;5.0;14.0;264.0;0.0;5.0;57.0;141.0
1946.2738502355696;1480.0;5.0;14.0;264.0;0.0;3.0;57.0;143.0
1833.0110233838614;1486.0;5.0;14.0;262.0;2.0;3.0;57.0;143.0
1778.6680089249917;1473.0;5.0;14.0;260.0;0.0;7.0;57.0;143.0
1809.5569912678332;1498.0;5.0;14.0;260.0;0.0;2.0;59.0;146.0
1902.705550350497;1517.0;5.0;14.0;258.0;2.0;2.0;59.0;146.0
1975.5409761389676;1559.0;6.0;14.0;256.0;3.0;3.0;58.0;147.0
2013.3534667063864;1584.0;6.0;14.0;255.0;0.0;6.0;59.0;147.0
2014.9610964064811;1599.0;6.0;14.0;255.0;0.0;5.0;60.0;147.0
2002.780021209717;1605.0;6.0;14.0;255.0;0.0;3.0;61.0;148.0
2029.2785424713077;1621.0;6.0;14.0;255.0;0.0;0.0;62.0;150.0
2109.740531118946;1679.0;5.0;15.0;254.0;1.0;0.0;62.0;150.0
2246.5346187851496;1723.0;5.0;15.0;252.0;1.0;1.0;62.0;151.0
2392.497023359032;1793.0;4.0;14.0;249.0;2.0;2.0;62.0;152.0
2552.669916920773;1864.0;3.0;15.0;248.0;3.0;2.0;62.0;152.0
2679.6712019576594;1949.0;3.0;14.0;246.0;4.0;2.0;62.0;153.0
2825.6929288572087;2036.0;2.0;15.0;244.0;4.0;4.0;62.0;153.0
2949.3035842729014;2141.0;2.0;14.0;238.0;6.0;4.0;62.0;157.0
3014.2281363692337;2266.0;3.0;14.0;236.0;3.0;8.0;62.0;158.0
3132.5448675345274;2370.0;4.0;14.0;232.0;5.0;5.0;62.0;163.0
3267.3165341093036;2499.0;6.0;14.0;229.0;4.0;3.0;63.0;168.0
3429.4564984451695;2618.0;5.0;15.0;228.0;2.0;5.0;63.0;169.0
3591.3842663005307;2749.0;4.0;15.0;226.0;1.0;6.0;63.0;171.0
3759.3373227765064;2882.0;4.0;15.0;225.0;1.0;3.0;66.0;172.0
3890.1368248272256;2994.0;4.0;15.0;224.0;1.0;4.0;66.0;172.0
3981.0085852248617;3074.0;4.0;14.0;222.0;2.0;4.0;67.0;172.0
4101.917589628306;3147.0;5.0;14.0;220.0;2.0;5.0;67.0;173.0
4214.7827406662;3235.0;5.0;13.0;217.0;5.0;5.0;67.0;173.0
4319.936947564793;3304.0;7.0;13.0;216.0;1.0;10.0;67.0;173.0
4403.726608884817;3394.0;7.0;13.0;216.0;1.0;6.0;67.0;177.0
4503.660277655666;3523.0;7.0;13.0;212.0;4.0;4.0;67.0;180.0
4608.210585625811;3669.0;8.0;13.0;209.0;4.0;7.0;67.0;180.0
4720.710767340137;3778.0;9.0;13.0;207.0;4.0;7.0;68.0;181.0
4839.086591158181;3911.0;9.0;13.0;205.0;4.0;5.0;68.0;185.0
4954.727751872323;4065.0;9.0;13.0;204.0;0.0;10.0;68.0;185.0
5084.4734454717445;4213.0;9.0;13.0;203.0;0.0;6.0;69.0;189.0
5188.355460922016;4364.0;10.0;15.0;201.0;1.0;4.0;71.0;190.0
5233.895193227856;4463.0;11.0;16.0;199.0;2.0;4.0;71.0;191.0
5197.106030156676;4514.0;11.0;15.0;198.0;0.0;3.0;73.0;193.0
5121.504130904224;4587.0;11.0;14.0;198.0;0.0;2.0;74.0;193.0
5102.0255668089685;4656.0;11.0;14.0;196.0;2.0;1.0;75.0;193.0
5150.4131803686305;4758.0;10.0;15.0;196.0;1.0;2.0;75.0;193.0
5232.037084428975;4895.0;10.0;15.0;196.0;0.0;2.0;75.0;194.0
5314.402653599847;5001.0;11.0;15.0;195.0;0.0;2.0;76.0;194.0
5324.073623888024;5084.0;12.0;15.0;194.0;0.0;2.0;76.0;195.0
5291.488901064862;5166.0;10.0;16.0;191.0;2.0;3.0;76.0;195.0
5261.139238717073;5224.0;11.0;16.0;189.0;1.0;4.0;77.0;196.0
5288.262659276847;5304.0;11.0;16.0;187.0;3.0;4.0;77.0;196.0
5344.935556036594;5415.0;10.0;17.0;185.0;2.0;5.0;78.0;197.0
5367.473956402327;5588.0;11.0;16.0;185.0;1.0;5.0;79.0;197.0
5376.283082069922;5761.0;11.0;17.0;181.0;4.0;4.0;80.0;198.0
5427.51889625615;5878.0;13.0;16.0;180.0;3.0;4.0;81.0;199.0
5425.272952349637;6066.0;14.0;16.0;179.0;1.0;5.0;82.0;200.0
5447.149137019724;6203.0;13.0;17.0;177.0;1.0;3.0;83.0;203.0
5411.942760140011;6398.0;13.0;16.0;176.0;1.0;2.0;83.0;205.0
5369.359071102062;6555.0;12.0;17.0;174.0;2.0;2.0;83.0;206.0
5388.92236609764;6637.0;13.0;17.0;174.0;0.0;3.0;83.0;207.0
5307.095003450688;6699.0;16.0;17.0;173.0;1.0;2.0;83.0;208.0
5102.2745297055735;6708.0;16.0;16.0;172.0;0.0;3.0;84.0;208.0
4993.218972581278;6716.0;15.0;17.0;171.0;1.0;1.0;85.0;209.0
4892.294423417521;6767.0;14.0;18.0;171.0;0.0;2.0;85.0;209.0
4659.925222892407;6731.0;14.0;17.0;171.0;0.0;2.0;85.0;209.0
4281.708966149126;6659.0;14.0;17.0;171.0;0.0;2.0;85.0;209.0
3972.094071855188;6585.0;14.0;17.0;171.0;0.0;1.0;86.0;209.0
3677.9432901638957;6521.0;13.0;16.0;171.0;0.0;0.0;86.0;210.0
3327.293797914149;6438.0;11.0;16.0;171.0;0.0;0.0;86.0;210.0
3065.3279401832633;6372.0;11.0;16.0;169.0;2.0;0.0;86.0;210.0
2922.9279353259885;6355.0;11.0;15.0;169.0;0.0;1.0;87.0;210.0
2829.664452204364;6355.0;11.0;15.0;168.0;0.0;1.0;87.0;211.0
2603.9113143608874;6294.0;11.0;15.0;168.0;0.0;1.0;87.0;211.0
2362.0607048674624;6212.0;11.0;15.0;167.0;0.0;1.0;87.0;212.0
2154.2211561336635;6132.0;10.0;15.0;167.0;0.0;1.0;87.0;212.0
1860.9837445236337;6011.0;10.0;15.0;167.0;0.0;0.0;87.0;213.0
1562.46899643761;5888.0;10.0;14.0;167.0;0.0;0.0;87.0;213.0
1237.8950533963293;5707.0;10.0;14.0;167.0;0.0;0.0;87.0;213.0
945.0511772954442;5504.0;9.0;14.0;167.0;0.0;0.0;87.0;213.0
761.6187568402008;5351.0;9.0;14.0;167.0;0.0;0.0;87.0;213.0
689.5203328234977;5239.0;9.0;14.0;167.0;0.0;0.0;87.0;213.0
664.8757332364788;5144.0;9.0;14.0;167.0;0.0;0.0;87.0;213.0
640.0567121130815;5081.0;8.0;14.0;167.0;0.0;0.0;87.0;213.0
608.1678826572199;5016.0;8.0;14.0;167.0;0.0;0.0;87.0;213.0
569.347568628316;4953.0;8.0;14.0;167.0;0.0;0.0;87.0;213.0
533.5628353431784;4864.0;8.0;14.0;166.0;1.0;0.0;87.0;213.0
490.77668981520236;4797.0;8.0;13.0;166.0;1.0;0.0;87.0;213.0
460.76562207643036;4726.0;8.0;13.0;166.0;0.0;1.0;87.0;213.0
428.9764309620342;4654.0;7.0;12.0;166.0;0.0;1.0;87.0;213.0
388.24737682272877;4568.0;7.0;12.0;166.0;0.0;1.0;87.0;213.0
330.34785645731455;4469.0;7.0;12.0;166.0;0.0;0.0;87.0;214.0
254.58026387310233;4328.0;6.0;12.0;165.0;0.0;0.0;87.0;215.0
191.13238523606734;4185.0;5.0;12.0;165.0;0.0;0.0;87.0;215.0
137.58255271753617;4009.0;4.0;12.0;165.0;0.0;0.0;87.0;215.0
88.46295696949741;3804.0;4.0;12.0;165.0;0.0;0.0;87.0;215.0
51.09719722819619;3588.0;4.0;11.0;165.0;0.0;0.0;87.0;215.0
37.7692883514806;3454.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
36.219011052019034;3371.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
33.43075086402956;3267.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
32.09336136928614;3196.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
34.4426838491495;3138.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
39.199322061511644;3101.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
43.005615086393846;3069.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
42.09642336702555;3031.0;4.0;10.0;165.0;0.0;0.0;87.0;215.0
37.685480830950496;2970.0;4.0;9.0;165.0;0.0;0.0;86.0;216.0
34.66363366199414;2911.0;4.0;9.0;165.0;0.0;0.0;86.0;216.0
32.41077360969176;2870.0;4.0;9.0;165.0;0.0;0.0;86.0;216.0
29.29766755035857;2821.0;4.0;8.0;165.0;0.0;0.0;86.0;216.0
26.856771832850225;2776.0;3.0;8.0;165.0;0.0;0.0;86.0;216.0
22.969394959006525;2727.0;3.0;8.0;165.0;0.0;0.0;86.0;216.0
20.058231974879593;2675.0;3.0;8.0;165.0;0.0;0.0;86.0;216.0
16.380504083486542;2604.0;3.0;8.0;165.0;0.0;0.0;86.0;216.0
13.544875920140804;2547.0;3.0;8.0;165.0;0.0;0.0;86.0;216.0
12.27605376245854;2506.0;3.0;7.0;165.0;0.0;0.0;86.0;216.0
11.622452695031722;2462.0;3.0;7.0;165.0;0.0;0.0;86.0;216.0
10.23258803485597;2413.0;3.0;7.0;164.0;0.0;0.0;86.0;217.0
7.311952653309521;2326.0;3.0;7.0;164.0;0.0;0.0;86.0;217.0
4.379101738714991;2225.0;3.0;5.0;164.0;0.0;0.0;86.0;217.0
2.2382621627375188;2075.0;3.0;5.0;164.0;0.0;0.0;86.0;217.0
0.9267312114683479;1880.0;1.0;5.0;164.0;0.0;0.0;86.0;217.0
0.4376305646240179;1718.0;0.0;5.0;164.0;0.0;0.0;86.0;217.0
0.47140187837166825;1659.0;0.0;5.0;164.0;0.0;0.0;86.0;217.0
0.6973433631799185;1630.0;0.0;5.0;164.0;0.0;0.0;86.0;217.0
0.7897011162159963;1584.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.7436652693091175;1524.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.6034390238831537;1452.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.5008470206745822;1394.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.41000791678893556;1332.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.3048111635302384;1263.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.19193752829750177;1187.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.10304631894568153;1099.0;0.0;5.0;163.0;0.0;0.0;86.0;218.0
0.06973471672094057;1033.0;0.0;4.0;163.0;0.0;0.0;86.0;218.0
0.06019218710365072;972.0;0.0;4.0;163.0;0.0;0.0;86.0;218.0
0.051178448988750236;923.0;0.0;3.0;163.0;0.0;0.0;86.0;218.0
0.04692084335507705;865.0;0.0;3.0;162.0;0.0;0.0;86.0;219.0
0.04019511357790562;814.0;0.0;3.0;162.0;0.0;0.0;86.0;219.0
0.029067013780724956;766.0;0.0;3.0;162.0;0.0;0.0;86.0;219.0
